"","Unnamed..0","Name","Parliament","b1_nummer","achternaam","voorletters","voorna_a_m_en","roepnaam","prepositie","geslacht","partij_en_fractie_s","begin_periode","einde_periode"
"1464",89,"Jan Duijs","1909-1913","00934","Molen","J.","Jan","Jan","van der","m","ARP",1908-03-18,1925-09-14
"1465",90,"Willem Helsdingen","1909-1913","00557","Helsdingen","W.P.G.","Willem Pieter Gerardus","Willem",NA,"m","SDAP",1901-09-17,1921-08-19
"1466",91,"Frederik Willem Nicolaas Hugenholtz","1909-1913","00615","Hugenholtz","F.W.N.","Frederik Willem Nicolaas",NA,NA,"m","SDAP",1901-09-17,1924-05-13
"1467",92,"Kornelis ter Laan","1909-1913","00773","Laan","K.","Kornelis",NA,"ter","m","SDAP",1901-09-17,1937-06-07
"1468",93,"Jan Schaper","1909-1913","01189","Schaper","J.H.A.","Johan Hendrik Andries","Jan",NA,"m","SDAP",1899-04-25,1934-08-30
"1469",94,"Pieter Jelles Troelstra","1909-1913","01376","Troelstra","P.J.","Pieter Jelles","Pieter Jelles",NA,"m","SDAP",1897-09-24,1925-09-14
"1470",95,"Willem Vliegen","1909-1913","01456","Vlugt","W.","Willem","Willem","de","m","ARP",1909-09-21,1913-09-15
"1471",96,"Willem Hendrik de Beaufort","1909-1913","00071","Beaufort","W.H.","Willem Hendrik",NA,"de","m","liberaal;oud- of vrije liberalen;Vrij-Liberalen",1877-04-23,1918-04-01
"1472",97,"Pieter van Foreest","1909-1913","00417","Foreest","P.","Pieter",NA,"van","m","oud- of vrije liberalen;Vrij-Liberalen",1903-05-12,1918-09-16
"1473",98,"Abraham van Karnebeek","1909-1913","00676","Karnebeek","A.P.C.","Abraham Pieter Cornelis",NA,"van","m","oud- of vrije liberalen;Vrij-Liberalen",1891-03-03,1913-09-15
"1474",99,"Meinard Tydeman","1909-1913","01384","Tydeman","M.","Meinard","Map",NA,"m","Liberale Unie;oud- of vrije liberalen;Vrij-Liberalen",1891-12-14,1916-11-03
"1475",100,"Jean Baptiste Louis Corneille Charles de Wijkerslooth de Weerdesteyn","1909-1913","01580","Wijkerslooth de Weerdesteyn","J.B.L.C.Ch.","Jean Baptiste Louis Corneille Charles",NA,"baron de","m","Algemeene Bond (RKSP)",1910-02-15,1921-09-13
"1476",101,"Albertus Nicolaas Fleskens","1909-1913","00408","Fleskens","A.N.","Albertus Nicolaas",NA,NA,"m","Algemeene Bond (RKSP);RKSP",1910-09-20,1935-09-16
"1477",102,"Jan van Best","1909-1913","00104","Best","J.","Joannes","Jan","van","m","Algemeene Bond (RKSP)",1910-10-26,1918-03-22
"1478",103,"Gerrit de Jongh","1909-1913","00662","Jongh","G.J.","Gerrit Johannes","Gerrit","de","m","Liberale Unie",1910-11-09,1913-09-15
"1479",104,"Willem de Jong","1909-1913","00655","Jong","W.J.E.H.M.","Willem Julius Emile Herman Marten",NA,"de","m","Liberale Unie",1912-05-03,1918-09-16
"1480",105,"Jan Gerrit Scheurer","1909-1913","01194","Scheurer","J.G.","Jan Gerrit",NA,NA,"m","ARP",1911-02-28,1928-06-19
"1481",106,"Victor Henri Rutgers","1909-1913","01147","Rutgers","V.H.","Victor Henri",NA,NA,"m","ARP",1912-02-20,1925-08-05
"1482",107,"Cornelis Johan Adriaan Bichon van IJsselmonde","1909-1913","00111","Bichon van IJsselmonde","C.J.A.","Cornelis Johan Adriaan",NA,NA,"m","onafhankelijk c.h.",1912-11-29,1918-09-16
"1483",0,"Piet Aalberse","1913-1917","00001","Aalberse","P.J.M.","Petrus Josephus Mattheüs","Piet",NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP);RKSP",1903-02-24,1937-11-08
"1484",1,"Antoine Arts","1913-1917","00034","Arts","A.H.A.","Antonius Henricus Arnoldus","Antoine",NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)",1901-12-18,1922-07-23
"1485",2,"Jan Hendrik Joseph Beckers","1913-1917","00072","Beckers","J.H.J.","Jan Hendrik Joseph","Jean",NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)",1903-10-09,1918-09-16
"1486",3,"Isaäc Burchard Diederik van den Berch van Heemstede","1913-1917","00087","Berch van Heemstede","I.B.D.","Isaäc Burchard Diederik",NA,"van den","m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)",1891-09-15,1916-07-31
"1487",4,"Jan van Best","1913-1917","00104","Best","J.","Joannes","Jan","van","m","Algemeene Bond (RKSP)",1910-10-26,1918-03-22
"1488",5,"Willem Hendrik Bogaardt","1913-1917","00150","Bogaardt","W.H.","Willem Hendrik",NA,NA,"m","Algemeene Bond (RKSP)",1906-02-13,1918-11-13
"1489",6,"Max Bongaerts","1913-1917","00157","Bongaerts","M.Ch.E.","Max Charles Emile","Max",NA,"m","Algemeene Bond (RKSP);RKSP",1913-09-16,1945-10-05
"1490",7,"Theodorus Johannes Antonius Duynstee","1913-1917","00356","Duynstee","Th.J.A.","Theodorus Johannes Antonius",NA,NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)",1905-06-19,1918-09-16
"1491",8,"Albertus Nicolaas Fleskens","1913-1917","00408","Fleskens","A.N.","Albertus Nicolaas",NA,NA,"m","Algemeene Bond (RKSP);RKSP",1910-09-20,1935-09-16
"1492",9,"Petrus Franciscus Fruytier","1913-1917","00430","Fruytier","P.F.","Petrus Franciscus",NA,NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)",1901-09-17,1922-07-23
"1493",10,"François Isidore Joseph Janssen","1913-1917","00638","Janssen","F.I.J.","Franciscus Isidorus Josephus","François",NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)",1902-04-29,1918-09-16
"1494",11,"Wilhelmus Johannes Franciscus Juten","1913-1917","00665","Juten","W.J.F.","Wilhelmus Johannes Franciscus","Willem",NA,"m","Algemeene Bond (RKSP)",1913-09-16,1925-09-14
"1495",12,"Dionysius Adrianus Petrus Norbertus Koolen","1913-1917","00733","Koolen","D.A.P.N.","Dionysius Adrianus Petrus Norbertus",NA,NA,"m","Algemeene Bond (RKSP)",1905-09-19,1925-08-03
"1496",13,"Johannes Alouisius Loeff","1913-1917","00835","Loeff","J.A.","Johannes Alouisius","Jan",NA,"m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)",1896-05-05,1920-01-13
"1497",14,"Joseph Willem Jan Carel Marie Nispen tot Sevenaer","1913-1917","00975","Nispen tot Sevenaer","J.W.J.C.M.","Joseph Willem Jan Carel Marie",NA,"van","m","Algemeene Bond (RKSP)",1908-03-10,1917-01-09
"1498",15,"Octaaf van Nispen","1913-1917","00934","Molen","J.","Jan","Jan","van der","m","ARP",1908-03-18,1925-09-14
"1499",16,"Wiel Nolens","1913-1917","00981","Nolens","W.H.","Wilhelmus Hubertus",NA,NA,"m","Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP);RKSP",1896-11-13,1931-08-26
"1500",17,"Charles Ruijs de Beerenbrouck","1913-1917","01152","Ruijs de Beerenbrouck","Ch.J.M.","Charles Joseph Marie","Charles",NA,"m","Algemeene Bond (RKSP);RKSP",1905-09-19,1936-04-16
"1501",18,"Alexander van Sasse van Ysselt","1913-1917","01172","Sasse van Ysselt","A.F.O.","Alexander Frederik Oscar",NA,"van","m","Rooms-Katholieken;Algemeene Bond (RKSP)",1901-09-17,1929-09-16
"1502",19,"Victor de Stuers","1913-1917","01320","Stuers","V.E.L.","Victor Eugène Louis","Victor","de","m","Rooms-Katholieken;Algemeene Bond (RKSP)",1901-12-09,1916-03-20
"1503",20,"Bernardus Reinierus Franciscus van Vlijmen","1913-1917","01458","Vlijmen","B.R.F.","Bernardus Reinierus Franciscus",NA,"van","m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken;Algemeene Bond (RKSP)",1888-05-01,1918-09-16
"1504",21,"Adrianus Cornelis Antonie van Vuuren","1913-1917","01494","Vuuren","A.C.A.","Adrianus Cornelis Antonie",NA,"van","m","Algemeene Bond (RKSP);RKSP",1905-09-19,1932-04-01
"1505",22,"Franciscus Hubertus van Wichen","1913-1917","01538","Wichen","F.H.","Franciscus Hubertus",NA,"van","m","Rooms-Katholieken;Algemeene Bond (RKSP)",1901-09-17,1916-11-03
"1506",23,"Jean Baptiste Louis Corneille Charles de Wijkerslooth de Weerdesteyn","1913-1917","01580","Wijkerslooth de Weerdesteyn","J.B.L.C.Ch.","Jean Baptiste Louis Corneille Charles",NA,"baron de","m","Algemeene Bond (RKSP)",1910-02-15,1921-09-13
"1507",24,"Antonius van Wijnbergen","1913-1917","01583","Wijnbergen","A.I.M.J.","Antonius Ignatius Maria Josephus",NA,"baron van","m","Rooms-Katholieken;Algemeene Bond (RKSP);RKSP",1904-04-19,1933-05-08
"1508",25,"Willem Dolk","1913-1917","00325","Dolk","W.","Willem",NA,NA,"m","Liberale Unie",1902-09-18,1916-11-23
"1509",26,"Willem Theodoor Cornelis van Doorn","1913-1917","00337","Doorn","W.Th.C.","Willem Theodoor Cornelis",NA,"van","m","Liberale Unie",1905-09-19,1921-04-04
"1510",27,"Kornelis Eland","1913-1917","00374","Eland","K.","Kornelis",NA,NA,"m","Liberale Unie",1905-09-19,1918-09-16
"1511",28,"Dirk Fock","1913-1917","00410","Fock","D.","Dirk","Dirk",NA,"m","Liberale Unie",1901-09-17,1920-10-13
"1512",29,"Hendrik Goeman Borgesius","1913-1917","00469","Goeman Borgesius","H.","Hendrik","Hendrik",NA,"m","liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub",1877-11-19,1917-01-17
"1513",30,"Gerard Anton van Hamel","1913-1917","00517","Hamel","G.A.","Gerard Anton",NA,"van","m","Liberale Unie",1909-09-21,1917-02-28
"1514",31,"Jan Ernst Heeres","1913-1917","00544","Heeres","J.E.","Jan Ernst",NA,NA,"m","Liberale Unie",1913-09-16,1918-09-16
"1515",32,"Henri Hubrecht","1913-1917","00613","Hubrecht","H.F.R.","Henri François Rudolf",NA,NA,"m","Liberale Unie",1901-09-17,1918-09-16
"1516",33,"Gerrit Jannink","1913-1917","00634","Jannink","G.","Gerrit",NA,NA,"m","Liberale Unie",1905-09-19,1918-09-16
"1517",34,"Joannes Coenraad Jansen","1913-1917","00635","Jansen","J.C.","Joannes Coenraad",NA,NA,"m","Liberale Unie",1905-09-19,1918-09-16
"1518",35,"Willem de Jong","1913-1917","00655","Jong","W.J.E.H.M.","Willem Julius Emile Herman Marten",NA,"de","m","Liberale Unie",1912-05-03,1918-09-16
"1519",36,"Johan Hendrik Lasonder","1913-1917","00789","Lasonder","J.H.","Johan Hendrik",NA,NA,"m","Liberale Unie",1913-09-16,1913-12-08
"1520",37,"Franciscus Lieftinck","1913-1917","00815","Lieftinck","F.","Franciscus",NA,NA,"m","liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub",1879-02-18,1917-06-26
"1521",38,"Theo de Meester","1913-1917","00892","Meester","Th.H.","Theodoor Herman",NA,"de","m","Liberale Unie",1910-05-09,1917-03-29
"1522",39,"Robert Rudolph Lodewijk de Muralt","1913-1917","00949","Muralt","R.R.L.","Robert Rudolph Lodewijk",NA,"de","m","Liberale Unie;Vrijheidsbond",1913-09-16,1922-07-23
"1523",40,"Rudolf Johan Hendrik Patijn","1913-1917","01023","Patijn","R.J.H.","Rudolf Johan Hendrik",NA,NA,"m","Liberale Unie",1905-09-20,1918-09-16
"1524",41,"Eduard Ellis van Raalte","1913-1917","01075","Raalte","E.E.","Eduard Ellis",NA,"van","m","vrijzinnig-democratische kamerclub;VDB;Liberale Unie",1897-09-21,1918-09-16
"1525",42,"Pieter Rink","1913-1917","01113","Rink","P.","Pieter",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;Vrijheidsbond",1891-09-15,1922-06-23
"1526",43,"Antonie Roodhuyzen","1913-1917","01125","Roodhuyzen","A.","Antonie",NA,NA,"m","Liberale Unie",1905-02-14,1918-09-16
"1527",44,"Manta Meindert Schim van der Loeff","1913-1917","01198","Schim van der Loeff","M.M.","Manta Meindert",NA,NA,"m","Liberale Unie",1913-09-16,1916-09-20
"1528",45,"Harm Smeenge","1913-1917","01269","Smeenge","H.","Harm","Harm",NA,"m","Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub",1886-04-05,1918-09-16
"1529",46,"Willem Albarda","1913-1917","00011","Albarda","J.W.","Johan Willem","Willem",NA,"m","SDAP",1913-09-16,1939-08-09
"1530",47,"Jan Duijs","1913-1917","00460","Gilse","J.","Jan",NA,"van","m","Liberale Unie",1917-07-31,1918-09-16
"1531",48,"Adriaan Gerhard","1913-1917","00447","Gerhard","A.H.","Adrien Henri","Adriaan",NA,"m","SDAP",1913-09-16,1931-09-14
"1532",49,"Willem Helsdingen","1913-1917","00557","Helsdingen","W.P.G.","Willem Pieter Gerardus","Willem",NA,"m","SDAP",1901-09-17,1921-08-19
"1533",50,"Frederik Willem Nicolaas Hugenholtz","1913-1917","00615","Hugenholtz","F.W.N.","Frederik Willem Nicolaas",NA,NA,"m","SDAP",1901-09-17,1924-05-13
"1534",51,"Asser Benjamin Kleerekoper","1913-1917","00702","Kleerekoper","A.B.","Asser Benjamin",NA,NA,"m","SDAP",1913-09-16,1931-09-17
"1535",52,"Jan ter Laan","1913-1917","00772","Laan","J.","Jan","Jan","ter","m","SDAP",1913-09-16,1941-09-14
"1536",53,"Kornelis ter Laan","1913-1917","00773","Laan","K.","Kornelis",NA,"ter","m","SDAP",1901-09-17,1937-06-07
"1537",54,"Johannes van Leeuwen","1913-1917","00796","Leeuwen","J.","Johannes","Jan","van","m","SDAP",1913-09-16,1918-09-16
"1538",55,"Maup Mendels","1913-1917","00902","Mendels","M.","Maurits","Maup",NA,"m","SDAP",1913-09-16,1918-09-16
"1539",56,"Henri Polak","1913-1917","01046","Polak","H.","Henri","Henri",NA,"m","SDAP",1913-09-16,1913-11-03
"1540",57,"Goswijn Sannes","1913-1917","01170","Sannes","G.W.","Goswijn Willem","Goswijn",NA,"m","SDAP",1913-09-16,1930-01-01
"1541",58,"Jan Schaper","1913-1917","01347","Tempel","J.","Jan","Jan","van den","m","SDAP",1915-11-10,1939-08-08
"1542",59,"Hendrik Spiekman","1913-1917","01288","Spiekman","H.","Hendrik",NA,NA,"m","SDAP",1913-09-16,1917-11-17
"1543",60,"Pieter Jelles Troelstra","1913-1917","01376","Troelstra","P.J.","Pieter Jelles","Pieter Jelles",NA,"m","SDAP",1897-09-24,1925-09-14
"1544",61,"Willem Vliegen","1913-1917","01456","Vlugt","W.","Willem","Willem","de","m","ARP",1909-09-21,1913-09-15
"1545",62,"Egbertus Johannes Beumer","1913-1917","00106","Beumer","E.J.","Egbertus Johannes",NA,NA,"m","ARP",1913-09-16,1933-05-08
"1546",63,"Anthony Brummelkamp jr.","1913-1917","00228","Brummelkamp","A.","Anthony",NA,NA,"m","ARP",1897-09-21,1918-09-16
"1547",64,"Lodewijk Franciscus Duymaer van Twist","1913-1917","00354","Duymaer van Twist","L.F.","Lodewijk Franciscus",NA,NA,"m","ARP",1901-09-17,1946-06-03
"1548",65,"Jan van der Molen","1913-1917","00934","Molen","J.","Jan","Jan","van der","m","ARP",1908-03-18,1925-09-14
"1549",66,"Frederik Herman de Monté VerLoren","1913-1917","00940","Monté VerLoren","F.H.","Frederik Herman",NA,"de","m","ARP",1909-11-10,1925-04-29
"1550",67,"Nicolaas Oosterbaan","1913-1917","01003","Oosterbaan","N.","Nicolaas",NA,NA,"m","ARP",1909-09-21,1917-07-26
"1551",68,"Victor Henri Rutgers","1913-1917","01147","Rutgers","V.H.","Victor Henri",NA,NA,"m","ARP",1912-02-20,1925-08-05
"1552",69,"Jan Gerrit Scheurer","1913-1917","01194","Scheurer","J.G.","Jan Gerrit",NA,NA,"m","ARP",1911-02-28,1928-06-19
"1553",70,"Henri Adolphe van de Velde","1913-1917","01400","Velde","H.A.","Henri Adolphe",NA,"van de","m","antirevolutionair;ARP",1890-04-29,1918-09-16
"1554",71,"Pieter van Vliet","1913-1917","01454","Vliet","P.","Pieter","Pieter","van","m","ARP",1901-09-17,1918-09-16
"1555",72,"Coenraad van der Voort van Zijp","1913-1917","01470","Voort van Zijp","C.","Coenraad",NA,"van der","m","ARP",1908-03-19,1925-09-14
"1556",73,"Willem Hendrik de Beaufort","1913-1917","00071","Beaufort","W.H.","Willem Hendrik",NA,"de","m","liberaal;oud- of vrije liberalen;Vrij-Liberalen",1877-04-23,1918-04-01
"1557",74,"Walrave Boissevain","1913-1917","00152","Boissevain","W.","Walrave","Walrave",NA,"m","Vrij-Liberalen;Vrijheidsbond",1913-09-16,1928-10-09
"1558",75,"Frans Drion","1913-1917","00344","Drion","F.J.W.","Franciscus Johannes Wilhelmus","Frans",NA,"m","Vrij-Liberalen;Vrijheidsbond",1913-09-16,1922-07-23
"1559",76,"Pieter van Foreest","1913-1917","00417","Foreest","P.","Pieter",NA,"van","m","oud- of vrije liberalen;Vrij-Liberalen",1903-05-12,1918-09-16
"1560",77,"Fridolin Marinus Knobel","1913-1917","00709","Knobel","F.M.","Fridolin Marinus",NA,NA,"m","Vrij-Liberalen",1913-09-16,1918-09-16
"1561",78,"Boudewijn Nierstrasz","1913-1917","00967","Nierstrasz","B.","Boudewijn","Boudewijn",NA,"m","Vrij-Liberalen;oud- of vrije liberalen",1913-09-16,1920-08-05
"1562",79,"Johan Hugo Wicher Quirijn ter Spill","1913-1917","01289","Spill","J.H.W.Q.","Johan Hugo Wicher Quirijn",NA,"ter","m","Vrij-Liberalen",1913-09-16,1918-09-16
"1563",80,"Meinard Tydeman","1913-1917","01384","Tydeman","M.","Meinard","Map",NA,"m","Liberale Unie;oud- of vrije liberalen;Vrij-Liberalen",1891-12-14,1916-11-03
"1564",81,"Alibert Cornelis Visser van IJzendoorn","1913-1917","01445","Visser van IJzendoorn","A.C.","Alibert Cornelis",NA,NA,"m","Vrij-Liberalen;Vrijheidsbond",1913-09-16,1923-12-09
"1565",82,"Joost van Vollenhoven","1913-1917","01460","Vollenhoven","J.","Joost","Joost","van","m","Vrij-Liberalen",1913-09-16,1918-09-16
"1566",83,"Jan Ankerman","1913-1917","00029","Ankerman","J.","Jan","Jan",NA,"m","CHU",1909-09-21,1922-07-23
"1567",84,"Frederik van Bylandt","1913-1917","00245","Bylandt","W.K.F.P.","Willem Karel Frederik Pieter","Frederik","graaf van","m","antirevolutionair;Vrij-AR;CHP;CHU",1882-11-08,1916-01-26
"1568",85,"Dirk Jan de Geer","1913-1917","00432","Geer","D.J.","Dirk Jan","Dirk","de","m","CHP;CHU",1907-11-04,1939-08-09
"1569",86,"Bartholomeus Gerretson","1913-1917","00448","Gerretson","B.J.","Bartholomeus Johannes",NA,NA,"m","CHU",1913-09-16,1925-05-18
"1570",87,"Johan van Idsinga","1913-1917","00624","Idsinga","J.W.H.M.","Johan Willem Herman Meyert",NA,"van","m","Vrij-AR;CHP;CHU",1901-09-17,1918-09-16
"1571",88,"Alexander Frederik de Savornin Lohman","1913-1917","01177","Savornin Lohman","A.F.","Alexander Frederik",NA,"de","m","antirevolutionair;Vrij-AR;CHP;CHU",1879-09-15,1921-02-07
"1572",89,"Gerrit Johan Anne Schimmelpenninck","1913-1917","01201","Schimmelpenninck","G.J.A.","Gerrit Johan Anne",NA,NA,"m","CHU",1909-09-21,1918-09-16
"1573",90,"Rienk van Veen","1913-1917","01392","Veen","R.","Rienk",NA,"van","m","Vrij-AR;CHP;CHU",1901-09-17,1922-07-23
"1574",91,"Otto Jacob Eifelanus van Wassenaer van Catwijck","1913-1917","01510","Wassenaer van Catwijck","O.J.E.","Otto Jacob Eifelanus",NA,"baron van","m","antirevolutionair;Vrij-AR;CHP;CHU",1888-05-01,1914-05-15
"1575",92,"Dirk Bos","1913-1917","00175","Bos","D.","Dirk","Dirk",NA,"m","VDB",1901-09-17,1916-05-05
"1576",93,"Conrad Theodor van Deventer","1913-1917","00303","Deventer","C.Th.","Conrad Theodor",NA,"van","m","VDB",1905-09-19,1915-09-26
"1577",94,"Theodore Matthieu Ketelaar","1913-1917","00689","Ketelaar","Th.M.","Theodore Matthieu","Theo",NA,"m","Radicale Bond;VDB",1897-09-21,1936-06-26
"1578",95,"Joseph Limburg","1913-1917","00822","Limburg","J.","Joseph",NA,NA,"m","VDB",1905-09-19,1918-09-16
"1579",96,"Henri Marchant","1913-1917","00875","Marchant","H.P.","Hendrik Pieter","Henri",NA,"m","vrijzinnig-democratische kamerclub;VDB",1900-06-08,1933-05-26
"1580",97,"Leendert Nicolaas Roodenburg","1913-1917","01124","Roodenburg","L.N.","Leendert Nicolaas",NA,NA,"m","VDB",1913-09-16,1918-09-16
"1581",98,"Edsge Marten Teenstra","1913-1917","01344","Teenstra","E.M.","Edsge Marten",NA,NA,"m","VDB;groep-Van Beresteyn/Teenstra (ex-VDB)",1909-09-21,1922-07-23
"1582",99,"Cornelis Johan Adriaan Bichon van IJsselmonde","1913-1917","00111","Bichon van IJsselmonde","C.J.A.","Cornelis Johan Adriaan",NA,NA,"m","onafhankelijk c.h.",1912-11-29,1918-09-16
"1583",100,"Maximilien Joseph Caspar Marie Kolkman","1913-1917","00727","Kolkman","M.J.C.M.","Maximilien Joseph Caspar Marie",NA,NA,"m","Schaepmaniaan;Rooms-Katholieken;Algemeene Bond (RKSP)",1884-05-06,1924-02-18
"1584",101,"Henri van Groenendael","1913-1917","00487","Groenendael","H.A.G.","Henricus Antonius Godefridus","Henri","van","m","Algemeene Bond (RKSP);fractie-Van Groenendael (ex-RK)",1916-05-12,1922-07-23
"1585",102,"Arnold Engels","1913-1917","00385","Engels","A.H.J.","Arnoldus Hendrikus Johannes","Arnold",NA,"m","Algemeene Bond (RKSP);RKSP",1916-09-20,1937-06-07
"1586",103,"Augustinus Bernardus Gijsbertus Maria van Rijckevorsel","1913-1917","01157","Rijckevorsel","A.B.G.M.","Augustinus Bernardus Gijsbertus Maria",NA,"van","m","Algemeene Bond (RKSP)",1916-09-28,1928-09-17
"1587",104,"Jan Bomans","1913-1917","00934","Molen","J.","Jan","Jan","van der","m","ARP",1908-03-18,1925-09-14
"1588",105,"Josef van Schaik","1913-1917","01184","Schaik","J.R.H.","Josephus Robertus Hendricus","Joop","van","m","Algemeene Bond (RKSP);RKSP;KVP",1917-02-20,1948-08-06
"1589",106,"Pieter Otto","1913-1917","01009","Otto","P.","Pieter",NA,NA,"m","Liberale Unie;Vrijheidsbond",1913-11-28,1922-07-23
"1590",107,"Bernardus Dirks Eerdmans","1913-1917","00369","Eerdmans","B.D.","Bernardus Dirks",NA,NA,"m","Liberale Unie;Vrijheidsbond",1914-03-17,1933-05-08
"1591",108,"Pieter Johannes de Kanter","1913-1917","00672","Kanter","P.J.","Pieter Johannes",NA,"de","m","Liberale Unie;Vrijheidsbond",1909-09-21,1922-07-23
"1592",109,"Jan Willem IJzerman","1913-1917","01589","IJzerman","J.W.","Jan Willem",NA,NA,"m","Liberale Unie",1905-09-19,1918-09-16
"1593",110,"Johannes Sibinga Mulder","1913-1917","01243","Sibinga Mulder","J.","Johannes",NA,NA,"m","Liberale Unie",1917-03-13,1918-09-16
"1594",111,"Joost Adriaan van Hamel","1913-1917","00518","Hamel","J.A.","Joost Adriaan",NA,"van","m","Liberale Unie",1917-04-25,1918-09-16
"1595",112,"Jan van den Tempel","1913-1917","01347","Tempel","J.","Jan","Jan","van den","m","SDAP",1915-11-10,1939-08-08
"1596",113,"Hendrik Coenraad Dresselhuijs","1913-1917","00341","Dresselhuys","H.C.","Hendrik Coenraad",NA,NA,"m","Vrij-Liberalen;Vrijheidsbond",1916-12-14,1926-12-15
"1597",114,"Johannes Theodoor de Visser","1913-1917","01446","Visser","J.Th.","Johannes Theodoor",NA,"de","m","CH-Kiezersbond;CHP;CHU",1897-09-21,1929-09-16
"1598",115,"Johan Reinhardt Snoeck Henkemans","1913-1917","01283","Snoeck Henkemans","J.R.","Johan Reinhardt","Reinhardt",NA,"m","CHU",1909-09-21,1935-10-02
"1599",116,"Willem Otto Adriaan Koster","1913-1917","00742","Koster","W.O.A.","Willem Otto Adriaan",NA,NA,"m","VDB",1915-11-09,1918-09-16
"1600",117,"Eeltjo van Beresteyn","1913-1917","00090","Beresteyn","E.A.","Eltjo Aldegondus",NA,"van","m","VDB;fractie-Van Beresteyn (ex-VDB);groep-Van Beresteyn/Teenstra (ex-VDB)",1916-06-28,1922-07-23
